cal BP,Posterior probability
-1130,1.9968051118210863E-5
-1120,0.0
-1110,0.0
-1100,0.0
-1090,0.0
-1080,0.0
-1070,0.0
-1060,0.0
-1050,1.9968051118210863E-5
-1040,0.0
-1030,0.0
-1020,1.9968051118210863E-5
-1010,1.9968051118210863E-5
-1000,0.0
-990,0.0
-980,1.9968051118210863E-5
-970,1.9968051118210863E-5
-960,3.9936102236421726E-5
-950,1.9968051118210863E-5
-940,1.9968051118210863E-5
-930,7.987220447284345E-5
-920,9.984025559105431E-5
-910,1.9968051118210863E-5
-900,1.1980830670926518E-4
-890,9.984025559105431E-5
-880,9.984025559105431E-5
-870,2.196485623003195E-4
-860,1.597444089456869E-4
-850,1.3977635782747605E-4
-840,3.9936102236421724E-4
-830,2.3961661341853036E-4
-820,2.995207667731629E-4
-810,2.995207667731629E-4
-800,3.793929712460064E-4
-790,4.193290734824281E-4
-780,5.79073482428115E-4
-770,9.584664536741214E-4
-760,6.988817891373802E-4
-750,0.0012779552715654952
-740,0.001876996805111821
-730,0.00231629392971246
-720,0.0025758785942492013
-710,0.0032547923322683706
-700,0.004273162939297125
-690,0.00579073482428115
-680,0.0077476038338658145
-670,0.00878594249201278
-660,0.011821086261980831
-650,0.01577476038338658
-640,0.021166134185303515
-630,0.024900159744408946
-620,0.028953674121405752
-610,0.03558306709265176
-600,0.04107428115015974
-590,0.050559105431309904
-580,0.06559504792332269
-570,0.08873801916932908
-560,0.11611421725239617
-550,0.12689696485623003
-540,0.11669329073482428
-530,0.07975239616613418
-520,0.04420926517571885
-510,0.01918929712460064
-500,0.009424920127795527
-490,0.007088658146964856
-480,0.0055710862619808305
-470,0.00417332268370607
-460,0.0031150159744408944
-450,0.002935303514376997
-440,0.00301517571884984
-430,0.0026956869009584663
-420,0.002595846645367412
-410,0.003194888178913738
-400,0.003594249201277955
-390,0.003993610223642172
-380,0.0042332268370607025
-370,0.004692492012779553
-360,0.004712460063897764
-350,0.003334664536741214
-340,9.98402555910543E-4
-330,1.9968051118210862E-4
