cal BP,Posterior probability
-1300,1.9968051118210863E-5
-1290,0.0
-1280,1.9968051118210863E-5
-1270,5.990415335463259E-5
-1260,1.3977635782747605E-4
-1250,7.987220447284345E-5
-1240,2.196485623003195E-4
-1230,2.995207667731629E-4
-1220,4.39297124600639E-4
-1210,5.591054313099042E-4
-1200,7.587859424920128E-4
-1190,9.185303514376997E-4
-1180,0.0014976038338658146
-1170,0.001757188498402556
-1160,0.0019768370607028754
-1150,0.002476038338658147
-1140,0.0028354632587859426
-1130,0.0032747603833865814
-1120,0.0037939297124600637
-1110,0.004033546325878594
-1100,0.005031948881789137
-1090,0.004952076677316294
-1080,0.005670926517571885
-1070,0.005670926517571885
-1060,0.006928913738019169
-1050,0.006549520766773163
-1040,0.008286741214057508
-1030,0.008686102236421725
-1020,0.009125399361022364
-1010,0.010523162939297125
-1000,0.010203674121405751
-990,0.010263578274760383
-980,0.012899361022364218
-970,0.013738019169329074
-960,0.015115814696485623
-950,0.015874600638977637
-940,0.018410543130990414
-930,0.02036741214057508
-920,0.021445686900958466
-910,0.022963258785942492
-900,0.025139776357827475
-890,0.027595846645367413
-880,0.027815495207667733
-870,0.030131789137380193
-860,0.03206869009584665
-850,0.03394568690095846
-840,0.038318690095846646
-830,0.041393769968051115
-820,0.044109424920127795
-810,0.04776357827476038
-800,0.04976038338658147
-790,0.052036741214057505
-780,0.0525758785942492
-770,0.049860223642172526
-760,0.04604632587859425
-750,0.03909744408945687
-740,0.03029153354632588
-730,0.021845047923322685
-720,0.01827076677316294
-710,0.014636581469648562
-700,0.009305111821086263
-690,0.00393370607028754
-680,0.0017971246006389776
-670,8.386581469648562E-4
-660,3.793929712460064E-4
-650,3.793929712460064E-4
-640,2.795527156549521E-4
-630,3.3945686900958464E-4
-620,4.193290734824281E-4
-610,3.594249201277955E-4
-600,5.391373801916933E-4
-590,4.5926517571884983E-4
-580,2.595846645367412E-4
-570,1.1980830670926518E-4
-560,1.9968051118210863E-5
