cal BP,Posterior probability
-1290,1.9968051118210863E-5
-1280,3.9936102236421726E-5
-1270,3.9936102236421726E-5
-1260,5.990415335463259E-5
-1250,1.1980830670926518E-4
-1240,3.194888178913738E-4
-1230,4.792332268370607E-4
-1220,6.190095846645367E-4
-1210,6.789137380191693E-4
-1200,0.0012779552715654952
-1190,0.0013578274760383386
-1180,0.0018969648562300319
-1170,0.0017172523961661342
-1160,0.002336261980830671
-1150,0.0025159744408945685
-1140,0.003075079872204473
-1130,0.003534345047923323
-1120,0.00347444089456869
-1110,0.0037140575079872206
-1100,0.0036142172523961663
-1090,0.0036940894568690094
-1080,0.004193290734824281
-1070,0.004532747603833866
-1060,0.005031948881789137
-1050,0.0049920127795527154
-1040,0.004452875399361023
-1030,0.0049920127795527154
-1020,0.005591054313099041
-1010,0.0058306709265175715
-1000,0.006309904153354633
-990,0.005970447284345048
-980,0.006090255591054313
-970,0.007048722044728435
-960,0.00670926517571885
-950,0.007288338658146965
-940,0.0071685303514376995
-930,0.007707667731629393
-920,0.007827476038338659
-910,0.007567891373801917
-900,0.008965654952076678
-890,0.009165335463258786
-880,0.009305111821086263
-870,0.01016373801916933
-860,0.010283546325878594
-850,0.01110223642172524
-840,0.011222044728434504
-830,0.011900958466453674
-820,0.011920926517571885
-810,0.013019169329073483
-800,0.013119009584664536
-790,0.015634984025559105
-780,0.014736421725239616
-770,0.014516773162939298
-760,0.017432108626198085
-750,0.01621405750798722
-740,0.01847044728434505
-730,0.018250798722044728
-720,0.02078674121405751
-710,0.021385782747603835
-700,0.02292332268370607
-690,0.02388178913738019
-680,0.02498003194888179
-670,0.02729632587859425
-660,0.02963258785942492
-650,0.032108626198083065
-640,0.03166932907348243
-630,0.03224840255591054
-620,0.031769169329073484
-610,0.029712460063897765
-600,0.030451277955271566
-590,0.02891373801916933
-580,0.030950479233226837
-570,0.033466453674121405
-560,0.03376597444089457
-550,0.030431309904153353
-540,0.02525958466453674
-530,0.01827076677316294
-520,0.01018370607028754
-510,0.0051517571884984025
-500,0.0037340255591054314
-490,0.0033945686900958465
-480,0.0028554313099041534
-470,0.0027356230031948883
-460,0.00301517571884984
-450,0.003055111821086262
-440,0.002875399361022364
-430,0.0026757188498402556
-420,0.002615814696485623
-410,0.0028554313099041534
-400,0.002715654952076677
-390,0.002356230031948882
-380,0.002176517571884984
-370,0.0020766773162939297
-360,0.0016972843450479233
-350,0.0015375399361022364
-340,0.001018370607028754
-330,8.78594249201278E-4
-320,7.987220447284345E-4
-310,1.9968051118210862E-4
-300,3.9936102236421726E-5
-290,1.9968051118210863E-5
-280,1.9968051118210863E-5
-270,0.0
-260,0.0
-250,0.0
-240,0.0
-230,1.9968051118210863E-5
-220,1.9968051118210863E-5
-210,1.9968051118210863E-5
-200,1.9968051118210863E-5
-190,0.0
-180,0.0
-170,1.9968051118210863E-5
